,ID,Comments,CommentsTokenized
840,2997,Asked about how to change his ring tones. Referred him to web site.,"['Asked', 'about', 'how', 'to', 'change', 'his', 'ring', 'tones', '.', 'Referred', 'him', 'to', 'web', 'site', '.']"
841,1529,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
842,3172,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
843,2657,I suspect that the handset on my phone was defective from the day I bought it.,"['I', 'suspect', 'that', 'the', 'handset', 'on', 'my', 'phone', 'was', 'defective', 'from', 'the', 'day', 'I', 'bought', 'it', '.']"
844,936,Asked about how to change his ring tones. Referred him to web site.,"['Asked', 'about', 'how', 'to', 'change', 'his', 'ring', 'tones', '.', 'Referred', 'him', 'to', 'web', 'site', '.']"
845,428,Asked about how to change his ring tones. Referred him to web site.,"['Asked', 'about', 'how', 'to', 'change', 'his', 'ring', 'tones', '.', 'Referred', 'him', 'to', 'web', 'site', '.']"
846,2251,Wants to add additional lines for family. Needs more info on rates.,"['Wants', 'to', 'add', 'additional', 'lines', 'for', 'family', '.', 'Needs', 'more', 'info', 'on', 'rates', '.']"
847,2198,Wants to know how to do text messaging. Referred him to web site.,"['Wants', 'to', 'know', 'how', 'to', 'do', 'text', 'messaging', '.', 'Referred', 'him', 'to', 'web', 'site', '.']"
848,3219,Wants to know how to do text messaging. Referred him to web site.,"['Wants', 'to', 'know', 'how', 'to', 'do', 'text', 'messaging', '.', 'Referred', 'him', 'to', 'web', 'site', '.']"
849,2596,Cant get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.,"['Cant', 'get', 'his', 'call', 'forwarding', 'to', 'work', '.', 'I', 'should', 'him', 'how', 'and', 'how', 'to', 'get', 'a', 'couple', 'of', 'other', 'features', 'to', 'work', '.', 'I', 'also', 'pointed', 'him', 'to', 'the', 'web', 'site', '.']"
850,3535,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
851,2371,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
852,3532,Really is unhappy with the website. Claims the self service stuff does not work.,"['Really', 'is', 'unhappy', 'with', 'the', 'website', '.', 'Claims', 'the', 'self', 'service', 'stuff', 'does', 'not', 'work', '.']"
853,3798,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.,"['Needs', 'help', 'with', 'basic', 'phone', 'usage', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'ask', 'for', 'some', 'help', '.']"
854,788,"The customer wold like to change his address, and complained this should be significantly easier. I am not sure what he means by self service. He also thought the phone sucked.","['The', 'customer', 'wold', 'like', 'to', 'change', 'his', 'address', ',', 'and', 'complained', 'this', 'should', 'be', 'significantly', 'easier', '.', 'I', 'am', 'not', 'sure', 'what', 'he', 'means', 'by', 'self', 'service', '.', 'He', 'also', 'thought', 'the', 'phone', 'sucked', '.']"
855,2044,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.,"['Needs', 'help', 'with', 'basic', 'phone', 'usage', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'ask', 'for', 'some', 'help', '.']"
856,1215,Hopes to get an additonal line working by the end of the week for his wife.,"['Hopes', 'to', 'get', 'an', 'additonal', 'line', 'working', 'by', 'the', 'end', 'of', 'the', 'week', 'for', 'his', 'wife', '.']"
857,2968,Wants a new faceplate.,"['Wants', 'a', 'new', 'faceplate', '.']"
858,2337,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.,"['He', 'lost', 'his', 'phone', 'and', 'called', 'to', 'cancel', 'service', '.', 'I', 'told', 'him', 'we', 'would', 'suspend', 'until', 'we', 'hear', 'back', 'from', 'him', '.', 'He', 'will', 'contact', 'us', 'soon', '.']"
859,3587,Cant get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.,"['Cant', 'get', 'his', 'call', 'forwarding', 'to', 'work', '.', 'I', 'should', 'him', 'how', 'and', 'how', 'to', 'get', 'a', 'couple', 'of', 'other', 'features', 'to', 'work', '.', 'I', 'also', 'pointed', 'him', 'to', 'the', 'web', 'site', '.']"
860,2471,Needed help figuring out his bill. I explained our minute charges.,"['Needed', 'help', 'figuring', 'out', 'his', 'bill', '.', 'I', 'explained', 'our', 'minute', 'charges', '.']"
861,1185,"He says that we keep sending him the bill to the wrong address. We have his correct billing address. I don’t know why he is not getting it. He was very angry that we shut his service off for not paying. I offered to take a CC, but he was unwilling to do s","['He', 'says', 'that', 'we', 'keep', 'sending', 'him', 'the', 'bill', 'to', 'the', 'wrong', 'address', '.', 'We', 'have', 'his', 'correct', 'billing', 'address', '.', 'I', 'don', '’', 't', 'know', 'why', 'he', 'is', 'not', 'getting', 'it', '.', 'He', 'was', 'very', 'angry', 'that', 'we', 'shut', 'his', 'service', 'off', 'for', 'not', 'paying', '.', 'I', 'offered', 'to', 'take', 'a', 'CC', ',', 'but', 'he', 'was', 'unwilling', 'to', 'do', 's']"
862,1902,He loves the phone when it works. The problem is that the phone hardly ever works. He thinks the battery is lame.,"['He', 'loves', 'the', 'phone', 'when', 'it', 'works', '.', 'The', 'problem', 'is', 'that', 'the', 'phone', 'hardly', 'ever', 'works', '.', 'He', 'thinks', 'the', 'battery', 'is', 'lame', '.']"
863,121,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.,"['He', 'lost', 'his', 'phone', 'and', 'called', 'to', 'cancel', 'service', '.', 'I', 'told', 'him', 'we', 'would', 'suspend', 'until', 'we', 'hear', 'back', 'from', 'him', '.', 'He', 'will', 'contact', 'us', 'soon', '.']"
864,1560,Asked how to disable call waiting. referred him to web site.,"['Asked', 'how', 'to', 'disable', 'call', 'waiting', '.', 'referred', 'him', 'to', 'web', 'site', '.']"
865,2007,Needed help figuring out his bill. I explained our minute charges.,"['Needed', 'help', 'figuring', 'out', 'his', 'bill', '.', 'I', 'explained', 'our', 'minute', 'charges', '.']"
866,2551,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
867,3673,I expected significantly better Technical Support.,"['I', 'expected', 'significantly', 'better', 'Technical', 'Support', '.']"
868,469,Needed help figuring out his bill. I explained our minute charges.,"['Needed', 'help', 'figuring', 'out', 'his', 'bill', '.', 'I', 'explained', 'our', 'minute', 'charges', '.']"
869,1615,Said his battery never has worked well. Wants a new phone ASAP.,"['Said', 'his', 'battery', 'never', 'has', 'worked', 'well', '.', 'Wants', 'a', 'new', 'phone', 'ASAP', '.']"
870,3756,Called about new plan. Might switch soon. Wants more minutes.,"['Called', 'about', 'new', 'plan', '.', 'Might', 'switch', 'soon', '.', 'Wants', 'more', 'minutes', '.']"
871,2057,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
872,221,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
873,2859,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.,"['He', 'lost', 'his', 'phone', 'and', 'called', 'to', 'cancel', 'service', '.', 'I', 'told', 'him', 'we', 'would', 'suspend', 'until', 'we', 'hear', 'back', 'from', 'him', '.', 'He', 'will', 'contact', 'us', 'soon', '.']"
874,853,Handset sucked,"['Handset', 'sucked']"
875,96,He expected significantly better Technical Support.,"['He', 'expected', 'significantly', 'better', 'Technical', 'Support', '.']"
876,2252,Wants to change address.,"['Wants', 'to', 'change', 'address', '.']"
877,977,Wants to change address.,"['Wants', 'to', 'change', 'address', '.']"
878,3312,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
879,338,Handset sucked,"['Handset', 'sucked']"
880,1327,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
881,2979,Needed help figuring out his bill. I explained our minute charges.,"['Needed', 'help', 'figuring', 'out', 'his', 'bill', '.', 'I', 'explained', 'our', 'minute', 'charges', '.']"
882,1537,Asked about how to change his ring tones. Referred him to web site.,"['Asked', 'about', 'how', 'to', 'change', 'his', 'ring', 'tones', '.', 'Referred', 'him', 'to', 'web', 'site', '.']"
883,920,Wants information on our Internet service. Referred him to web site.,"['Wants', 'information', 'on', 'our', 'Internet', 'service', '.', 'Referred', 'him', 'to', 'web', 'site', '.']"
884,1172,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.,"['Needs', 'help', 'with', 'basic', 'phone', 'usage', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'ask', 'for', 'some', 'help', '.']"
885,1530,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
886,1270,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
887,3711,Needed help figuring out his bill. I explained our minute charges.,"['Needed', 'help', 'figuring', 'out', 'his', 'bill', '.', 'I', 'explained', 'our', 'minute', 'charges', '.']"
888,2261,Really is unhappy with the website. Claims the self service stuff does not work.,"['Really', 'is', 'unhappy', 'with', 'the', 'website', '.', 'Claims', 'the', 'self', 'service', 'stuff', 'does', 'not', 'work', '.']"
889,493,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
890,1764,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
891,3687,He expected significantly better Technical Support.,"['He', 'expected', 'significantly', 'better', 'Technical', 'Support', '.']"
892,17,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
893,980,Wants to change address.,"['Wants', 'to', 'change', 'address', '.']"
894,1809,"His phone still does not work properly. He can not understand it. His last phone worked great, but this phone is constanly dropping calls. He asked what he could do? He really just wants his old phone back at this point.","['His', 'phone', 'still', 'does', 'not', 'work', 'properly', '.', 'He', 'can', 'not', 'understand', 'it', '.', 'His', 'last', 'phone', 'worked', 'great', ',', 'but', 'this', 'phone', 'is', 'constanly', 'dropping', 'calls', '.', 'He', 'asked', 'what', 'he', 'could', 'do', '?', 'He', 'really', 'just', 'wants', 'his', 'old', 'phone', 'back', 'at', 'this', 'point', '.']"
895,158,Does not understand why he gets charged for roaming. I referred him to the web site.,"['Does', 'not', 'understand', 'why', 'he', 'gets', 'charged', 'for', 'roaming', '.', 'I', 'referred', 'him', 'to', 'the', 'web', 'site', '.']"
896,2494,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,"['Wants', 'to', 'change', 'rate', 'plans', 'to', 'get', 'family', 'all', 'on', 'same', 'bill', '.', 'I', 'transferred', 'him', 'to', 'customer', 'care', '.']"
897,2606,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.,"['He', 'lost', 'his', 'phone', 'and', 'called', 'to', 'cancel', 'service', '.', 'I', 'told', 'him', 'we', 'would', 'suspend', 'until', 'we', 'hear', 'back', 'from', 'him', '.', 'He', 'will', 'contact', 'us', 'soon', '.']"
898,2879,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
899,3167,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
900,2736,Asked about how to change his ring tones. Referred him to web site.,"['Asked', 'about', 'how', 'to', 'change', 'his', 'ring', 'tones', '.', 'Referred', 'him', 'to', 'web', 'site', '.']"
901,1205,Wants to get an additional line working by the end of the week. Forwarded him on to customer care.,"['Wants', 'to', 'get', 'an', 'additional', 'line', 'working', 'by', 'the', 'end', 'of', 'the', 'week', '.', 'Forwarded', 'him', 'on', 'to', 'customer', 'care', '.']"
902,2413,I suspect that the handset on my phone was defective from the day I bought it.,"['I', 'suspect', 'that', 'the', 'handset', 'on', 'my', 'phone', 'was', 'defective', 'from', 'the', 'day', 'I', 'bought', 'it', '.']"
903,3143,Hopes to get an additonal line working by the end of the week for his wife.,"['Hopes', 'to', 'get', 'an', 'additonal', 'line', 'working', 'by', 'the', 'end', 'of', 'the', 'week', 'for', 'his', 'wife', '.']"
904,1913,Claimed his bill had numerous calls that he never made. He started asking me if our billing system ever made mistakes. He said that sometimes he could over hear other phone calls. He thinks he is being charged for those calls.,"['Claimed', 'his', 'bill', 'had', 'numerous', 'calls', 'that', 'he', 'never', 'made', '.', 'He', 'started', 'asking', 'me', 'if', 'our', 'billing', 'system', 'ever', 'made', 'mistakes', '.', 'He', 'said', 'that', 'sometimes', 'he', 'could', 'over', 'hear', 'other', 'phone', 'calls', '.', 'He', 'thinks', 'he', 'is', 'being', 'charged', 'for', 'those', 'calls', '.']"
905,3485,Asked about how to change his ring tones. Referred him to web site.,"['Asked', 'about', 'how', 'to', 'change', 'his', 'ring', 'tones', '.', 'Referred', 'him', 'to', 'web', 'site', '.']"
906,3052,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
907,838,transferred to manager ASAP,"['transferred', 'to', 'manager', 'ASAP']"
908,427,Asked about how to change his ring tones. Referred him to web site.,"['Asked', 'about', 'how', 'to', 'change', 'his', 'ring', 'tones', '.', 'Referred', 'him', 'to', 'web', 'site', '.']"
909,2418,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
910,2662,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
911,463,Wants to change address.,"['Wants', 'to', 'change', 'address', '.']"
912,3283,Really is unhappy with the website. Claims the self service stuff does not work. In addition thinks he phone does not work well.,"['Really', 'is', 'unhappy', 'with', 'the', 'website', '.', 'Claims', 'the', 'self', 'service', 'stuff', 'does', 'not', 'work', '.', 'In', 'addition', 'thinks', 'he', 'phone', 'does', 'not', 'work', 'well', '.']"
913,962,Called about new plan. Might switch soon. Wants more minutes.,"['Called', 'about', 'new', 'plan', '.', 'Might', 'switch', 'soon', '.', 'Wants', 'more', 'minutes', '.']"
914,2761,Called about new plan. Might switch soon. Wants more minutes.,"['Called', 'about', 'new', 'plan', '.', 'Might', 'switch', 'soon', '.', 'Wants', 'more', 'minutes', '.']"
915,2618,Said his battery never has worked well. Wants a new phone ASAP.,"['Said', 'his', 'battery', 'never', 'has', 'worked', 'well', '.', 'Wants', 'a', 'new', 'phone', 'ASAP', '.']"
916,3396,Hopes to get an additonal line working by the end of the week for his wife.,"['Hopes', 'to', 'get', 'an', 'additonal', 'line', 'working', 'by', 'the', 'end', 'of', 'the', 'week', 'for', 'his', 'wife', '.']"
917,234,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
918,3550,Wants to get an additional line working by the end of the week. Forwarded him on to customer care.,"['Wants', 'to', 'get', 'an', 'additional', 'line', 'working', 'by', 'the', 'end', 'of', 'the', 'week', '.', 'Forwarded', 'him', 'on', 'to', 'customer', 'care', '.']"
919,2530,Really is unhappy with the website. Claims the self service stuff does not work.,"['Really', 'is', 'unhappy', 'with', 'the', 'website', '.', 'Claims', 'the', 'self', 'service', 'stuff', 'does', 'not', 'work', '.']"
920,2937,"She wants a new phone. Has tried to use a couple of different model, but is now fed up. She is will ing to pay some of the cost, but wants a credit on her bill. She said her friend has the same service and a different phone that works great. She also wa","['She', 'wants', 'a', 'new', 'phone', '.', 'Has', 'tried', 'to', 'use', 'a', 'couple', 'of', 'different', 'model', ',', 'but', 'is', 'now', 'fed', 'up', '.', 'She', 'is', 'will', 'ing', 'to', 'pay', 'some', 'of', 'the', 'cost', ',', 'but', 'wants', 'a', 'credit', 'on', 'her', 'bill', '.', 'She', 'said', 'her', 'friend', 'has', 'the', 'same', 'service', 'and', 'a', 'different', 'phone', 'that', 'works', 'great', '.', 'She', 'also', 'wa']"
921,365,Hopes to get an additonal line working by the end of the week for his wife.,"['Hopes', 'to', 'get', 'an', 'additonal', 'line', 'working', 'by', 'the', 'end', 'of', 'the', 'week', 'for', 'his', 'wife', '.']"
922,1697,"He says that we keep sending him the bill to the wrong address. We have his correct billing address. I don’t know why he is not getting it. He was very angry that we shut his service off for not paying. I offered to take a CC, but he was unwilling to do s","['He', 'says', 'that', 'we', 'keep', 'sending', 'him', 'the', 'bill', 'to', 'the', 'wrong', 'address', '.', 'We', 'have', 'his', 'correct', 'billing', 'address', '.', 'I', 'don', '’', 't', 'know', 'why', 'he', 'is', 'not', 'getting', 'it', '.', 'He', 'was', 'very', 'angry', 'that', 'we', 'shut', 'his', 'service', 'off', 'for', 'not', 'paying', '.', 'I', 'offered', 'to', 'take', 'a', 'CC', ',', 'but', 'he', 'was', 'unwilling', 'to', 'do', 's']"
923,873,He hated the phone. Claims that the reception is horrible in many parts of the metropolitian area.,"['He', 'hated', 'the', 'phone', '.', 'Claims', 'that', 'the', 'reception', 'is', 'horrible', 'in', 'many', 'parts', 'of', 'the', 'metropolitian', 'area', '.']"
924,3723,I expected significantly better Technical Support.,"['I', 'expected', 'significantly', 'better', 'Technical', 'Support', '.']"
925,498,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
926,1631,He asked for a new phone number. I referred him to customer care.,"['He', 'asked', 'for', 'a', 'new', 'phone', 'number', '.', 'I', 'referred', 'him', 'to', 'customer', 'care', '.']"
927,1092,Does not understand why his phone dies everytime he gets to a certain intersection. I explained the concept of towers and wholes in coverage. He said that the sales person never told him about this. He wanted to know when we would fix such holes.,"['Does', 'not', 'understand', 'why', 'his', 'phone', 'dies', 'everytime', 'he', 'gets', 'to', 'a', 'certain', 'intersection', '.', 'I', 'explained', 'the', 'concept', 'of', 'towers', 'and', 'wholes', 'in', 'coverage', '.', 'He', 'said', 'that', 'the', 'sales', 'person', 'never', 'told', 'him', 'about', 'this', '.', 'He', 'wanted', 'to', 'know', 'when', 'we', 'would', 'fix', 'such', 'holes', '.']"
928,475,Needed help figuring out his bill. I explained our minute charges.,"['Needed', 'help', 'figuring', 'out', 'his', 'bill', '.', 'I', 'explained', 'our', 'minute', 'charges', '.']"
929,866,The battery on the phone just does not last long enough. He charges it and after a couple of calls it simply dies on him. He replaced the battery per our suggestion and he still has the same problem. He says that we should replace the whole phone.,"['The', 'battery', 'on', 'the', 'phone', 'just', 'does', 'not', 'last', 'long', 'enough', '.', 'He', 'charges', 'it', 'and', 'after', 'a', 'couple', 'of', 'calls', 'it', 'simply', 'dies', 'on', 'him', '.', 'He', 'replaced', 'the', 'battery', 'per', 'our', 'suggestion', 'and', 'he', 'still', 'has', 'the', 'same', 'problem', '.', 'He', 'says', 'that', 'we', 'should', 'replace', 'the', 'whole', 'phone', '.']"
930,1517,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
931,86,Really wants the new phone from XVYX which has the PDA built in.,"['Really', 'wants', 'the', 'new', 'phone', 'from', 'XVYX', 'which', 'has', 'the', 'PDA', 'built', 'in', '.']"
932,3456,Wants a new faceplate.,"['Wants', 'a', 'new', 'faceplate', '.']"
933,3037,Needed help figuring out his bill. I explained our minute charges.,"['Needed', 'help', 'figuring', 'out', 'his', 'bill', '.', 'I', 'explained', 'our', 'minute', 'charges', '.']"
934,862,The customer is really unhappy with his internet connectivity. He says the way we charge is substantively higher comapred to the competition. Wants to know when we will change our rates or if there are other options for someone who uses it a lot.,"['The', 'customer', 'is', 'really', 'unhappy', 'with', 'his', 'internet', 'connectivity', '.', 'He', 'says', 'the', 'way', 'we', 'charge', 'is', 'substantively', 'higher', 'comapred', 'to', 'the', 'competition', '.', 'Wants', 'to', 'know', 'when', 'we', 'will', 'change', 'our', 'rates', 'or', 'if', 'there', 'are', 'other', 'options', 'for', 'someone', 'who', 'uses', 'it', 'a', 'lot', '.']"
935,2257,Needed help figuring out his bill. I explained our minute charges.,"['Needed', 'help', 'figuring', 'out', 'his', 'bill', '.', 'I', 'explained', 'our', 'minute', 'charges', '.']"
936,3162,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
937,334,transferred to manager ASAP,"['transferred', 'to', 'manager', 'ASAP']"
938,2220,Asked about how to change his ring tones. Referred him to web site.,"['Asked', 'about', 'how', 'to', 'change', 'his', 'ring', 'tones', '.', 'Referred', 'him', 'to', 'web', 'site', '.']"
939,867,"He is really unhappy with his bill. He says that there are numerous calls he has never made, but that show up on his phone. He says that he simply does not trust our system.","['He', 'is', 'really', 'unhappy', 'with', 'his', 'bill', '.', 'He', 'says', 'that', 'there', 'are', 'numerous', 'calls', 'he', 'has', 'never', 'made', ',', 'but', 'that', 'show', 'up', 'on', 'his', 'phone', '.', 'He', 'says', 'that', 'he', 'simply', 'does', 'not', 'trust', 'our', 'system', '.']"
940,2922,The signal on my handset was always weak. Even when I replaced the battery.,"['The', 'signal', 'on', 'my', 'handset', 'was', 'always', 'weak', '.', 'Even', 'when', 'I', 'replaced', 'the', 'battery', '.']"
941,938,Asked about how to change his ring tones. Referred him to web site.,"['Asked', 'about', 'how', 'to', 'change', 'his', 'ring', 'tones', '.', 'Referred', 'him', 'to', 'web', 'site', '.']"
942,2181,Hopes to get an additonal line working by the end of the week for his wife.,"['Hopes', 'to', 'get', 'an', 'additonal', 'line', 'working', 'by', 'the', 'end', 'of', 'the', 'week', 'for', 'his', 'wife', '.']"
943,816,He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?,"['He', 'really', 'thinks', 'the', 'reception', 'is', 'inadequate', 'everywhere', 'but', 'on', 'the', 'highway', '.', 'Wants', 'to', 'know', 'when', 'this', 'will', 'be', 'fixed', '?']"
944,1626,He expected significantly better Technical Support.,"['He', 'expected', 'significantly', 'better', 'Technical', 'Support', '.']"
945,232,I suspect that the handset on my phone was defective from the day I bought it.,"['I', 'suspect', 'that', 'the', 'handset', 'on', 'my', 'phone', 'was', 'defective', 'from', 'the', 'day', 'I', 'bought', 'it', '.']"
946,2002,Wants to change address.,"['Wants', 'to', 'change', 'address', '.']"
947,2028,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
948,471,Needed help figuring out his bill. I explained our minute charges.,"['Needed', 'help', 'figuring', 'out', 'his', 'bill', '.', 'I', 'explained', 'our', 'minute', 'charges', '.']"
949,1558,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
950,609,He asked for a new phone number. I referred him to customer care.,"['He', 'asked', 'for', 'a', 'new', 'phone', 'number', '.', 'I', 'referred', 'him', 'to', 'customer', 'care', '.']"
951,6,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
952,3791,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
953,1653,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
954,2233,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,"['Wants', 'to', 'change', 'rate', 'plans', 'to', 'get', 'family', 'all', 'on', 'same', 'bill', '.', 'I', 'transferred', 'him', 'to', 'customer', 'care', '.']"
955,1356,Called to change his address and see if he could get a new number since he is moving to a different city.,"['Called', 'to', 'change', 'his', 'address', 'and', 'see', 'if', 'he', 'could', 'get', 'a', 'new', 'number', 'since', 'he', 'is', 'moving', 'to', 'a', 'different', 'city', '.']"
956,3336,Asked how to disable call waiting. referred him to web site.,"['Asked', 'how', 'to', 'disable', 'call', 'waiting', '.', 'referred', 'him', 'to', 'web', 'site', '.']"
957,2603,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
958,830,He claimed that the charger never really worked very well. As a result the phone was always dying on him. He could not wait to get out of his current contract.,"['He', 'claimed', 'that', 'the', 'charger', 'never', 'really', 'worked', 'very', 'well', '.', 'As', 'a', 'result', 'the', 'phone', 'was', 'always', 'dying', 'on', 'him', '.', 'He', 'could', 'not', 'wait', 'to', 'get', 'out', 'of', 'his', 'current', 'contract', '.']"
959,3223,Needed help figuring out his bill. I explained our minute charges.,"['Needed', 'help', 'figuring', 'out', 'his', 'bill', '.', 'I', 'explained', 'our', 'minute', 'charges', '.']"
